No.,Time,Source,Destination,Protocol,Length,Info
5254,49.078379,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28131, Time=2751456454"
5255,49.079645,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28132, Time=2751456454"
5257,49.081616,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28133, Time=2751456454"
5258,49.084219,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28134, Time=2751456454"
5259,49.084303,192.168.178.52,192.168.178.59,RTP,142,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28915, Time=3841759919"
5260,49.087433,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28135, Time=2751456454"
5261,49.089513,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28136, Time=2751456454, Mark"
5275,49.104122,192.168.178.52,192.168.178.59,RTP,166,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28916, Time=3841760879"
5283,49.120795,192.168.178.52,192.168.178.59,RTP,1119,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28137, Time=2751462124"
5284,49.120907,192.168.178.52,192.168.178.59,RTP,1119,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28138, Time=2751462124"
5285,49.121007,192.168.178.52,192.168.178.59,RTP,1119,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28139, Time=2751462124"
5286,49.121121,192.168.178.52,192.168.178.59,RTP,1119,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28140, Time=2751462124"
5287,49.121257,192.168.178.52,192.168.178.59,RTP,1119,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28141, Time=2751462124"
5288,49.121381,192.168.178.52,192.168.178.59,RTP,1119,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28142, Time=2751462124"
5289,49.121484,192.168.178.52,192.168.178.59,RTP,1119,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28143, Time=2751462124"
5290,49.121548,192.168.178.52,192.168.178.59,RTP,1119,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28144, Time=2751462124"
5291,49.123559,192.168.178.52,192.168.178.59,RTP,1119,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28145, Time=2751462124"
5292,49.124164,192.168.178.52,192.168.178.59,RTP,141,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28917, Time=3841761839"
5293,49.125068,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28146, Time=2751462124"
5295,49.128128,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28147, Time=2751462124"
5296,49.129309,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28148, Time=2751462124"
5298,49.132665,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28149, Time=2751462124, Mark"
5299,49.144614,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28918, Time=3841762799"
5308,49.164666,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28919, Time=3841763759"
5323,49.184347,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28920, Time=3841764719"
5324,49.185904,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28150, Time=2751467884"
5325,49.188979,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28151, Time=2751467884"
5326,49.189291,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28152, Time=2751467884"
5327,49.192438,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28153, Time=2751467884"
5328,49.19411,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28154, Time=2751467884"
5329,49.196305,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28155, Time=2751467884"
5330,49.198313,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28156, Time=2751467884"
5331,49.200633,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28157, Time=2751467884"
5332,49.20433,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28158, Time=2751467884"
5333,49.204614,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28921, Time=3841765679"
5336,49.20647,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28159, Time=2751467884"
5339,49.208042,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28160, Time=2751467884"
5340,49.211014,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28161, Time=2751467884"
5341,49.212982,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28162, Time=2751467884"
5342,49.214816,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28163, Time=2751467884"
5343,49.219008,192.168.178.52,192.168.178.59,RTP,1150,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28164, Time=2751467884, Mark"
5344,49.22436,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28922, Time=3841766639"
5366,49.244849,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28923, Time=3841767599"
5367,49.248512,192.168.178.52,192.168.178.59,RTP,1171,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28165, Time=2751473644"
5368,49.248787,192.168.178.52,192.168.178.59,RTP,1171,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28166, Time=2751473644"
5369,49.251695,192.168.178.52,192.168.178.59,RTP,1171,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28167, Time=2751473644"
5370,49.253701,192.168.178.52,192.168.178.59,RTP,1171,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28168, Time=2751473644"
5372,49.255753,192.168.178.52,192.168.178.59,RTP,1171,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28169, Time=2751473644"
5373,49.25762,192.168.178.52,192.168.178.59,RTP,1171,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28170, Time=2751473644"
5374,49.260984,192.168.178.52,192.168.178.59,RTP,1171,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28171, Time=2751473644"
5376,49.262853,192.168.178.52,192.168.178.59,RTP,1171,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28172, Time=2751473644"
5377,49.264402,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28924, Time=3841768559"
5378,49.26772,192.168.178.52,192.168.178.59,RTP,1171,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28173, Time=2751473644"
5379,49.267843,192.168.178.52,192.168.178.59,RTP,1172,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28174, Time=2751473644"
5380,49.270652,192.168.178.52,192.168.178.59,RTP,1172,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28175, Time=2751473644"
5381,49.272653,192.168.178.52,192.168.178.59,RTP,1172,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28176, Time=2751473644"
5382,49.274593,192.168.178.52,192.168.178.59,RTP,1172,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28177, Time=2751473644, Mark"
5386,49.284444,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28925, Time=3841769519"
5403,49.304864,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28926, Time=3841770479"
5407,49.313115,192.168.178.52,192.168.178.59,RTP,1165,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28178, Time=2751479404"
5408,49.313301,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28179, Time=2751479404"
5409,49.313399,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28180, Time=2751479404"
5410,49.313461,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28181, Time=2751479404"
5411,49.315022,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28182, Time=2751479404"
5412,49.316947,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28183, Time=2751479404"
5413,49.320191,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28184, Time=2751479404"
5414,49.322229,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28185, Time=2751479404"
5415,49.323833,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28186, Time=2751479404"
5417,49.324622,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28927, Time=3841771439"
5418,49.326114,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28187, Time=2751479404"
5419,49.329893,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28188, Time=2751479404"
5421,49.331897,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28189, Time=2751479404"
5422,49.333656,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28190, Time=2751479404, Mark"
5424,49.34434,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28928, Time=3841772399"
5427,49.364862,192.168.178.52,192.168.178.59,RTP,153,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28929, Time=3841773359"
5434,49.380373,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28191, Time=2751486604"
5441,49.381598,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28192, Time=2751486604"
5442,49.384604,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28193, Time=2751486604"
5443,49.384746,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28930, Time=3841774319"
5448,49.38769,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28194, Time=2751486604"
5449,49.388918,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28195, Time=2751486604"
5453,49.390574,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28196, Time=2751486604"
5454,49.392896,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28197, Time=2751486604"
5455,49.396296,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28198, Time=2751486604"
5456,49.398526,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28199, Time=2751486604"
5458,49.39983,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28200, Time=2751486604"
5459,49.402401,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28201, Time=2751486604"
5461,49.406941,192.168.178.52,192.168.178.59,RTP,187,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28931, Time=3841775279"
5462,49.407055,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28202, Time=2751486604"
5463,49.407132,192.168.178.52,192.168.178.59,RTP,1129,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28203, Time=2751486604"
5464,49.409286,192.168.178.52,192.168.178.59,RTP,1130,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28204, Time=2751486604, Mark"
5466,49.424276,192.168.178.52,192.168.178.59,RTP,120,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28932, Time=3841776239"
5484,49.44434,192.168.178.52,192.168.178.59,RTP,183,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28933, Time=3841777199"
5486,49.456672,192.168.178.52,192.168.178.59,RTP,1143,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28205, Time=2751492364"
5487,49.456871,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28206, Time=2751492364"
5488,49.456996,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28207, Time=2751492364"
5489,49.457052,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28208, Time=2751492364"
5490,49.457125,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28209, Time=2751492364"
5491,49.457184,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28210, Time=2751492364"
5493,49.45879,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28211, Time=2751492364"
5495,49.461323,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28212, Time=2751492364"
5496,49.46369,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28213, Time=2751492364"
5497,49.464399,192.168.178.52,192.168.178.59,RTP,140,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28934, Time=3841778159"
5498,49.465803,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28214, Time=2751492364"
5499,49.468657,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28215, Time=2751492364"
5500,49.470763,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28216, Time=2751492364"
5501,49.47276,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28217, Time=2751492364"
5502,49.475845,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28218, Time=2751492364, Mark"
5504,49.484394,192.168.178.52,192.168.178.59,RTP,138,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28935, Time=3841779119"
5522,49.504459,192.168.178.52,192.168.178.59,RTP,141,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28936, Time=3841780079"
5526,49.52071,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28219, Time=2751498124"
5527,49.5209,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28220, Time=2751498124"
5528,49.521027,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28221, Time=2751498124"
5529,49.5211,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28222, Time=2751498124"
5530,49.521195,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28223, Time=2751498124"
5531,49.521243,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28224, Time=2751498124"
5532,49.521304,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28225, Time=2751498124"
5533,49.522783,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28226, Time=2751498124"
5534,49.522877,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28227, Time=2751498124"
5535,49.523978,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28937, Time=3841781039"
5537,49.527637,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28228, Time=2751498124"
5538,49.527895,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28229, Time=2751498124"
5539,49.530256,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28230, Time=2751498124"
5541,49.533228,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28231, Time=2751498124, Mark"
5543,49.545006,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28938, Time=3841781999"
5555,49.564318,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28939, Time=3841782959"
5565,49.583796,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28232, Time=2751503884"
5566,49.584166,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28233, Time=2751503884"
5567,49.586854,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28940, Time=3841783919"
5568,49.587141,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28234, Time=2751503884"
5569,49.588972,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28235, Time=2751503884"
5570,49.591035,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28236, Time=2751503884"
5571,49.592936,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28237, Time=2751503884"
5572,49.596238,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28238, Time=2751503884"
5573,49.598123,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28239, Time=2751503884"
5574,49.600076,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28240, Time=2751503884"
5575,49.601661,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28241, Time=2751503884"
5576,49.6048,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28941, Time=3841784879"
5577,49.605077,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28242, Time=2751503884"
5579,49.607976,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28243, Time=2751503884"
5581,49.60972,192.168.178.52,192.168.178.59,RTP,1164,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28244, Time=2751503884, Mark"
5584,49.62652,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28942, Time=3841785839"
5592,49.645755,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28943, Time=3841786799"
5607,49.664363,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28944, Time=3841787759"
5608,49.666125,192.168.178.52,192.168.178.59,RTP,1146,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28245, Time=2751509644"
5609,49.667802,192.168.178.52,192.168.178.59,RTP,1146,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28246, Time=2751509644"
5610,49.6696,192.168.178.52,192.168.178.59,RTP,1146,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28247, Time=2751509644"
5611,49.671482,192.168.178.52,192.168.178.59,RTP,1146,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28248, Time=2751509644"
5612,49.673698,192.168.178.52,192.168.178.59,RTP,1146,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28249, Time=2751509644"
5613,49.676491,192.168.178.52,192.168.178.59,RTP,1146,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28250, Time=2751509644"
5614,49.678457,192.168.178.52,192.168.178.59,RTP,1146,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28251, Time=2751509644"
5616,49.681502,192.168.178.52,192.168.178.59,RTP,1146,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28252, Time=2751509644"
5618,49.683313,192.168.178.52,192.168.178.59,RTP,1146,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28253, Time=2751509644"
5619,49.684883,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28945, Time=3841788719"
5620,49.686362,192.168.178.52,192.168.178.59,RTP,1146,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28254, Time=2751509644"
5621,49.688387,192.168.178.52,192.168.178.59,RTP,1147,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28255, Time=2751509644"
5622,49.691276,192.168.178.52,192.168.178.59,RTP,1147,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28256, Time=2751509644"
5628,49.692378,192.168.178.52,192.168.178.59,RTP,1147,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28257, Time=2751509644, Mark"
5641,49.708046,192.168.178.52,192.168.178.59,RTP,199,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28946, Time=3841789679"
5643,49.719884,192.168.178.52,192.168.178.59,RTP,1122,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28258, Time=2751515404"
5644,49.720101,192.168.178.52,192.168.178.59,RTP,1122,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28259, Time=2751515404"
5645,49.720222,192.168.178.52,192.168.178.59,RTP,1122,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28260, Time=2751515404"
5646,49.720329,192.168.178.52,192.168.178.59,RTP,1122,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28261, Time=2751515404"
5647,49.720495,192.168.178.52,192.168.178.59,RTP,1122,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28262, Time=2751515404"
5648,49.720631,192.168.178.52,192.168.178.59,RTP,1122,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28263, Time=2751515404"
5649,49.721681,192.168.178.52,192.168.178.59,RTP,1123,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28264, Time=2751515404"
5650,49.723063,192.168.178.52,192.168.178.59,RTP,1123,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28265, Time=2751515404"
5652,49.724814,192.168.178.52,192.168.178.59,RTP,141,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28947, Time=3841790639"
5653,49.725923,192.168.178.52,192.168.178.59,RTP,1123,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28266, Time=2751515404"
5654,49.727966,192.168.178.52,192.168.178.59,RTP,1123,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28267, Time=2751515404"
5655,49.730101,192.168.178.52,192.168.178.59,RTP,1123,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28268, Time=2751515404"
5657,49.73298,192.168.178.52,192.168.178.59,RTP,1123,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28269, Time=2751515404"
5658,49.734912,192.168.178.52,192.168.178.59,RTP,1123,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28270, Time=2751515404, Mark"
5661,49.744801,192.168.178.52,192.168.178.59,RTP,179,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28948, Time=3841791599"
5673,49.764393,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28949, Time=3841792559"
5682,49.776604,192.168.178.52,192.168.178.59,RTP,1160,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28271, Time=2751521254"
5683,49.77698,192.168.178.52,192.168.178.59,RTP,1160,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28272, Time=2751521254"
5684,49.777168,192.168.178.52,192.168.178.59,RTP,1160,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=28273, Time=2751521254"
